player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Nico Bennett,Athletic SC,W,Right,Africa,23,180,90.6,93.2,3029,10,9,0.37,0.27,9.68,17.86,87.9,12,2,2.0,29600,12,137,71.9,62,94.1,73.2,1.65,72000000,synthetic_training_sample,model_generated,,
Oscar Kovac,Racing SC,ST,Right,Africa,28,180,93.9,94.8,3279,24,6,0.49,0.18,3.51,12.79,83.4,24,3,1.3,60500,10,829,79.6,76,99.0,48.0,1.9,72000000,synthetic_training_sample,model_generated,,
Karim Silva,United SC,W,Right,North America,22,170,87.6,93.4,3236,10,12,0.25,0.28,8.24,13.38,72.6,21,4,0.5,160300,11,737,92.4,84,99.0,84.8,1.62,72000000,synthetic_training_sample,model_generated,,
Arda Aydin,Racing FC,DM,Right,UK/Ireland,25,179,94.0,98.0,3497,3,2,0.1,0.15,3.63,14.93,84.0,5,1,3.5,194500,8,735,97.7,96,83.1,65.3,1.87,72000000,synthetic_training_sample,model_generated,,
Milan Fernandez,Sporting Town,FB,Right,Africa,23,172,93.7,95.3,3405,2,5,0.05,0.18,7.29,14.41,94.9,13,2,2.0,47800,10,519,78.4,76,92.8,62.4,2.15,72000000,synthetic_training_sample,model_generated,,
Arda Bennett,United Club,AM,Left,EU,20,185,94.0,97.6,3013,5,7,0.12,0.2,10.59,14.5,83.8,13,2,2.2,71800,10,802,88.9,96,96.4,79.3,1.69,72000000,synthetic_training_sample,model_generated,,
Alex Popescu,Athletic SC,W,Right,South America,26,175,90.6,98.0,3387,8,8,0.32,0.3,8.42,16.16,78.2,10,1,2.2,45200,13,0,61.5,84,99.0,78.9,1.71,72000000,synthetic_training_sample,model_generated,,
Theo Popescu,Inter SC,DM,Left,EU,23,187,94.0,97.9,3218,1,3,0.12,0.16,5.58,15.76,81.6,20,3,2.2,62900,7,977,87.5,91,91.6,71.7,1.85,72000000,synthetic_training_sample,model_generated,,
Oscar Garcia,Racing Town,AM,Right,EU,24,177,91.7,91.7,3686,5,8,0.09,0.26,9.18,19.48,86.7,11,1,0.9,82900,9,944,97.2,96,99.0,43.6,1.68,72000000,synthetic_training_sample,model_generated,,
Nico Aydin,Athletic SC,W,Both,EU,20,183,90.7,89.1,3487,14,6,0.31,0.31,9.64,14.19,85.2,20,3,1.1,45900,12,1048,93.9,96,99.0,58.5,2.36,72000000,synthetic_training_sample,model_generated,,
Enzo Rossi,Sporting Town,ST,Both,EU,23,181,94.0,91.3,3059,14,7,0.52,0.19,3.74,8.18,79.8,28,4,1.4,26200,14,189,61.7,69,99.0,39.6,1.81,72000000,synthetic_training_sample,model_generated,,
Theo Petrov,United FC,ST,Left,Africa,24,176,91.5,98.0,3585,24,3,0.42,0.2,3.84,15.25,91.6,1,0,2.1,23800,8,546,82.2,84,99.0,68.9,2.02,72000000,synthetic_training_sample,model_generated,,
Adam Martinez,City SC,W,Left,EU,25,182,94.0,98.0,3759,11,18,0.36,0.34,11.5,15.18,85.6,6,1,1.1,31600,6,370,60.8,62,99.0,66.3,1.8,72000000,synthetic_training_sample,model_generated,,
Mateo Silva,City Town,CM,Right,EU,28,182,94.0,94.7,4050,5,7,0.1,0.2,6.11,23.61,90.0,6,1,3.8,117400,8,910,90.0,84,82.4,49.4,1.37,72000000,synthetic_training_sample,model_generated,,
Noah Garcia,Olympique CF,AM,Right,EU,30,187,88.3,88.6,3739,11,17,0.22,0.25,7.78,12.75,77.2,4,1,1.3,71600,8,1188,99.4,96,94.2,50.5,2.34,72000000,synthetic_training_sample,model_generated,,
Theo Rossi,Athletic Town,ST,Right,North America,25,177,94.0,97.0,3596,26,8,0.63,0.2,4.53,11.93,91.5,23,4,4.2,174900,14,805,86.6,84,99.0,70.2,1.77,72000000,synthetic_training_sample,model_generated,,
Nico Santos,Athletic FC,W,Left,EU,20,188,83.5,83.0,3273,9,4,0.2,0.24,7.61,16.53,99.0,2,0,1.8,79400,10,883,94.4,91,87.6,59.8,1.56,72000000,synthetic_training_sample,model_generated,,
Milan Schmidt,City Club,W,Right,Africa,25,171,88.8,91.9,3579,14,12,0.28,0.27,9.81,16.01,82.8,5,1,2.4,41000,8,0,61.2,54,99.0,64.4,1.72,72000000,synthetic_training_sample,model_generated,,
Mateo Bennett,Inter Town,GK,Both,EU,25,190,93.5,95.5,3381,0,0,0.07,0.14,0.75,0.0,95.9,21,3,1.4,71900,14,1061,85.5,84,95.2,65.9,1.0,72000000,synthetic_training_sample,model_generated,,
Daniel Santos,Olympique SC,DM,Right,South America,25,181,93.9,93.5,3607,1,7,0.06,0.12,4.57,17.29,80.0,9,1,1.5,106300,11,649,76.7,84,99.0,32.3,1.23,72000000,synthetic_training_sample,model_generated,,
Adam Fernandez,Sporting CF,ST,Left,South America,29,183,94.0,97.6,2909,15,2,0.52,0.09,3.81,13.0,89.4,41,7,1.3,68200,5,835,99.8,96,99.0,55.0,2.36,72000000,synthetic_training_sample,model_generated,,
Luca Rossi,City SC,CM,Right,EU,21,179,93.9,98.0,3756,4,6,0.19,0.12,7.57,20.7,87.7,26,4,1.1,64200,11,750,78.8,84,99.0,80.7,1.28,72000000,synthetic_training_sample,model_generated,,
Nico Petrov,Racing Town,AM,Left,South America,25,179,94.0,98.0,3532,7,6,0.19,0.3,10.29,19.01,90.0,21,3,0.3,97200,20,736,72.6,91,96.6,64.4,1.38,72000000,synthetic_training_sample,model_generated,,
Mateo Aydin,Racing Club,ST,Left,Africa,24,188,83.8,87.6,2927,17,3,0.46,0.19,3.05,10.78,88.8,34,4,4.3,59600,6,267,88.9,84,92.4,65.0,1.48,72000000,synthetic_training_sample,model_generated,,
Luca Bennett,Sporting Town,CM,Right,Africa,25,175,86.5,95.4,3359,3,3,0.15,0.14,6.04,23.21,98.9,21,3,0.8,108100,13,801,100.0,91,75.3,90.1,2.08,72000000,synthetic_training_sample,model_generated,,
Nico Costa,Racing FC,W,Left,UK/Ireland,33,184,94.0,97.8,3716,11,16,0.36,0.36,10.65,15.22,79.1,19,3,3.8,119800,9,1217,100.0,91,99.0,49.1,2.07,72000000,synthetic_training_sample,model_generated,,
Daniel Rossi,Sporting CF,ST,Right,EU,27,181,88.8,91.6,3631,22,4,0.44,0.19,4.68,13.88,74.4,24,3,4.6,49400,15,849,100.0,91,99.0,55.2,1.0,72000000,synthetic_training_sample,model_generated,,
Rafael Aydin,Olympique CF,AM,Right,EU,21,179,89.4,93.9,3441,11,13,0.15,0.24,8.51,16.4,79.7,4,1,0.3,66600,14,511,77.0,84,99.0,69.5,1.82,72000000,synthetic_training_sample,model_generated,,
Enzo Fernandez,Sporting Town,ST,Left,EU,28,181,89.9,98.0,3177,10,9,0.44,0.17,3.47,10.41,79.7,26,4,0.2,103500,13,769,80.9,76,97.6,71.1,1.11,72000000,synthetic_training_sample,model_generated,,
Noah Costa,Sporting Club,DM,Right,South America,25,183,91.8,94.7,3558,1,3,0.12,0.11,4.96,16.48,78.6,23,4,1.0,60000,15,981,87.0,91,99.0,53.9,1.71,72000000,synthetic_training_sample,model_generated,,
Milan Diallo,United FC,W,Right,Africa,27,187,91.8,93.8,3073,7,14,0.32,0.34,9.28,15.85,86.3,4,1,1.8,101500,14,556,73.5,76,98.8,43.8,1.51,72000000,synthetic_training_sample,model_generated,,
Leo Rossi,Athletic FC,AM,Right,Africa,21,168,93.2,90.9,2936,6,7,0.22,0.25,8.81,19.34,83.9,37,5,2.9,89300,11,679,82.3,84,99.0,45.3,2.29,72000000,synthetic_training_sample,model_generated,,
Arda Santos,United CF,FB,Right,South America,25,175,90.3,96.9,3455,1,3,0.02,0.09,7.04,11.25,83.7,6,1,2.2,28900,8,939,100.0,91,75.9,61.2,1.22,72000000,synthetic_training_sample,model_generated,,
Hugo Aydin,Inter Club,W,Right,EU,24,163,90.8,90.4,3785,13,9,0.26,0.32,10.21,14.61,84.7,12,2,1.5,59300,8,111,80.2,69,99.0,46.7,1.57,72000000,synthetic_training_sample,model_generated,,
Alex Santos,Real SC,AM,Right,EU,21,179,94.0,97.7,3087,9,6,0.17,0.31,10.43,20.66,95.5,20,2,1.6,50500,5,872,99.9,96,92.7,66.4,1.42,72000000,synthetic_training_sample,model_generated,,
Ivan Martinez,Olympique Town,DM,Right,UK/Ireland,25,183,94.0,93.6,3133,2,8,0.15,0.18,6.46,14.68,79.6,1,0,1.6,113300,10,649,87.2,84,96.3,26.8,1.53,72000000,synthetic_training_sample,model_generated,,
Oscar Garcia,City Town,AM,Right,UK/Ireland,21,174,94.0,98.0,3112,11,8,0.2,0.3,9.55,13.54,84.7,37,6,1.5,75600,14,248,78.4,69,99.0,75.5,1.94,72000000,synthetic_training_sample,model_generated,,
Adam Garcia,United SC,ST,Left,UK/Ireland,27,202,88.8,90.3,3612,22,1,0.46,0.06,2.57,11.57,77.9,11,2,1.4,67900,14,593,87.4,84,91.4,53.3,2.03,72000000,synthetic_training_sample,model_generated,,
Theo Moreau,Inter Club,AM,Left,South America,28,166,94.0,95.1,3498,6,13,0.24,0.3,10.59,20.47,91.6,20,3,3.3,102400,10,936,84.6,84,99.0,50.9,1.66,72000000,synthetic_training_sample,model_generated,,
Enzo Kovac,Real CF,W,Right,EU,25,168,94.0,98.0,2611,14,10,0.33,0.36,9.82,14.39,69.6,47,7,0.8,95700,12,922,92.7,84,99.0,61.4,1.69,72000000,synthetic_training_sample,model_generated,,
Karim Ndiaye,Athletic Club,W,Right,South America,20,173,87.2,86.5,3819,8,12,0.27,0.36,9.33,12.13,70.7,1,0,1.3,95800,8,965,95.5,91,88.8,51.2,1.04,72000000,synthetic_training_sample,model_generated,,
Ivan Santos,Racing Club,FB,Right,EU,23,189,94.0,98.0,3958,3,4,0.06,0.11,7.73,14.43,92.0,8,1,4.1,94000,13,488,90.8,84,81.6,76.5,2.15,72000000,synthetic_training_sample,model_generated,,
Hugo Kovac,Racing Club,AM,Left,South America,28,171,88.3,90.1,3230,10,11,0.19,0.34,9.32,17.77,85.4,27,3,4.1,89400,14,694,97.7,76,99.0,61.6,1.81,72000000,synthetic_training_sample,model_generated,,
Milan Ndiaye,Racing Club,W,Right,EU,22,162,86.5,86.1,3452,5,8,0.23,0.28,7.91,18.73,95.0,20,3,1.6,104900,13,676,94.5,76,83.9,58.5,1.46,72000000,synthetic_training_sample,model_generated,,
Arda Diallo,City Town,DM,Right,South America,24,183,94.0,98.0,3206,1,3,0.09,0.16,4.18,13.5,71.3,28,3,2.9,57200,19,336,79.0,91,85.5,63.5,2.19,72000000,synthetic_training_sample,model_generated,,
Theo Schmidt,Sporting FC,CM,Right,EU,25,170,94.0,98.0,3527,0,1,0.03,0.22,8.41,16.07,74.7,9,1,2.1,71700,18,707,83.4,91,78.5,74.7,1.88,72000000,synthetic_training_sample,model_generated,,
Theo Kovac,United FC,CM,Right,Africa,26,188,94.0,98.0,3719,4,8,0.1,0.14,7.03,21.12,84.4,7,1,0.9,78200,7,724,73.2,69,99.0,64.6,1.59,72000000,synthetic_training_sample,model_generated,,
Arda Schmidt,Athletic CF,CM,Right,EU,26,174,94.0,97.4,3305,4,5,0.04,0.25,7.33,16.46,86.6,24,3,0.9,34400,8,593,85.4,91,85.7,49.2,1.49,72000000,synthetic_training_sample,model_generated,,
Oscar Kovac,Inter SC,AM,Right,Africa,24,176,89.9,89.8,3376,12,13,0.21,0.21,8.66,15.43,88.1,4,1,1.1,55600,9,158,81.4,84,99.0,47.5,1.84,72000000,synthetic_training_sample,model_generated,,
Rafael Mendes,Real Club,CB,Left,EU,28,176,94.0,98.0,3805,2,2,0.06,0.11,4.41,7.19,81.7,11,2,2.0,71000,6,642,87.4,84,77.8,70.0,1.21,72000000,synthetic_training_sample,model_generated,,
Noah Moreau,City Town,W,Right,South America,27,173,94.0,93.0,3036,7,10,0.26,0.34,10.27,11.07,79.4,68,10,0.6,55300,15,1198,91.5,84,98.3,32.4,2.13,72000000,synthetic_training_sample,model_generated,,
Mateo Ndiaye,Real SC,ST,Both,EU,31,183,94.0,94.3,3176,14,3,0.48,0.2,5.56,12.49,72.7,25,3,5.6,42700,16,367,78.5,84,99.0,33.0,2.1,72000000,synthetic_training_sample,model_generated,,
Nico Bennett,Inter FC,W,Right,South America,27,172,85.3,88.5,3581,8,10,0.26,0.29,8.77,11.85,86.2,17,3,1.4,63400,12,688,100.0,84,88.4,62.0,1.2,72000000,synthetic_training_sample,model_generated,,
Mateo Hansen,Inter Club,GK,Left,EU,24,194,94.0,98.0,3162,0,0,0.05,0.11,0.18,2.6,97.6,38,5,4.9,57300,16,529,79.8,96,84.6,51.0,1.55,72000000,synthetic_training_sample,model_generated,,
Elias Silva,Racing Club,ST,Right,EU,24,180,90.4,90.8,3201,11,6,0.54,0.15,4.52,11.78,98.8,8,1,3.9,130200,6,718,92.1,91,99.0,58.3,1.44,72000000,synthetic_training_sample,model_generated,,
Leo Silva,Sporting Club,ST,Right,South America,28,193,91.9,88.2,3449,18,4,0.41,0.19,4.05,12.17,87.6,20,2,4.2,99400,7,502,83.1,91,99.0,8.4,2.47,72000000,synthetic_training_sample,model_generated,,
Oscar Silva,Olympique Club,ST,Right,South America,22,190,94.0,93.0,3409,29,5,0.55,0.21,3.99,14.14,88.3,1,0,1.2,110200,11,1029,100.0,91,99.0,44.1,2.31,72000000,synthetic_training_sample,model_generated,,
Daniel Aydin,City Town,ST,Right,EU,28,181,94.0,98.0,3800,15,3,0.46,0.06,4.74,15.98,96.8,18,3,0.4,58900,12,81,68.5,69,94.5,45.3,2.21,72000000,synthetic_training_sample,model_generated,,
Milan Rossi,United Club,W,Right,EU,28,174,94.0,98.0,3183,9,8,0.28,0.37,9.65,18.88,89.1,5,1,0.1,80500,15,298,87.4,76,95.3,58.1,1.14,72000000,synthetic_training_sample,model_generated,,
Luca Garcia,Athletic FC,CB,Right,South America,25,190,94.0,93.3,3129,1,1,0.04,0.0,2.61,9.88,94.6,24,3,0.4,218300,9,1132,99.9,96,99.0,43.6,1.45,72000000,synthetic_training_sample,model_generated,,
Theo Kovac,Sporting FC,W,Right,South America,22,174,90.1,90.3,3128,14,4,0.3,0.33,9.46,17.15,94.8,12,2,2.7,32000,16,795,75.1,84,99.0,40.2,1.64,72000000,synthetic_training_sample,model_generated,,
Ivan Mendes,Sporting FC,AM,Left,North America,27,173,94.0,98.0,3430,4,16,0.18,0.37,10.69,18.53,86.3,10,1,1.3,98300,7,334,82.8,76,95.2,45.0,1.51,72000000,synthetic_training_sample,model_generated,,
Leo Aydin,Racing FC,ST,Right,Africa,26,175,87.9,93.8,3455,23,3,0.44,0.21,4.14,12.99,99.0,12,2,1.8,16000,14,414,76.8,69,99.0,62.0,1.66,72000000,synthetic_training_sample,model_generated,,
Luca Kovac,Inter Club,W,Right,EU,23,176,88.1,96.9,3362,4,9,0.24,0.25,10.12,16.01,93.7,3,0,5.1,43800,12,1086,97.0,96,94.5,94.0,2.16,72000000,synthetic_training_sample,model_generated,,
Rafael Hansen,Athletic FC,W,Right,EU,30,180,93.1,91.1,3552,17,11,0.34,0.28,10.62,12.81,67.4,0,0,3.4,68700,12,588,82.7,76,99.0,19.0,1.03,72000000,synthetic_training_sample,model_generated,,
Mateo Hansen,Athletic Club,W,Right,UK/Ireland,19,170,94.0,98.0,3205,14,4,0.2,0.33,11.34,17.6,96.4,15,2,2.2,54200,14,910,88.1,91,93.7,84.6,1.36,72000000,synthetic_training_sample,model_generated,,
Oscar Costa,Sporting SC,ST,Left,EU,19,185,93.2,92.2,3515,19,4,0.43,0.16,3.16,13.01,81.9,12,2,2.5,98300,6,946,100.0,91,99.0,47.5,1.73,72000000,synthetic_training_sample,model_generated,,
Theo Santos,United FC,AM,Right,EU,26,172,91.9,91.6,3477,8,13,0.23,0.33,8.69,15.6,80.6,15,2,2.2,51800,15,372,84.6,84,96.7,37.4,2.41,72000000,synthetic_training_sample,model_generated,,
Mateo Okafor,Inter Club,FB,Right,EU,21,174,90.1,91.9,2968,0,4,0.04,0.17,6.44,16.78,85.1,3,0,3.7,65100,14,984,96.1,91,79.2,78.9,1.76,72000000,synthetic_training_sample,model_generated,,
Adam Martinez,Real SC,DM,Right,EU,28,170,94.0,96.2,3318,3,4,0.03,0.1,5.62,14.97,70.6,9,1,3.3,62100,20,1023,83.5,84,91.7,54.8,2.18,72000000,synthetic_training_sample,model_generated,,
Rafael Rossi,Sporting FC,ST,Both,South America,21,181,91.5,91.8,3064,12,6,0.45,0.16,4.85,10.54,73.4,8,1,4.5,225100,12,723,94.4,84,94.7,41.8,2.16,72000000,synthetic_training_sample,model_generated,,
Adam Garcia,Sporting FC,FB,Left,EU,26,166,94.0,95.3,3241,1,6,0.0,0.12,6.48,12.92,77.7,29,5,1.0,152800,12,974,89.8,91,95.9,78.6,1.18,72000000,synthetic_training_sample,model_generated,,
Yusuf Dubois,Athletic CF,DM,Right,Africa,24,176,91.7,98.0,3224,3,1,0.18,0.13,4.16,18.16,81.9,24,3,1.1,113000,15,576,79.4,69,79.0,67.7,1.74,72000000,synthetic_training_sample,model_generated,,
Felix Okafor,Racing CF,W,Right,South America,24,167,90.7,91.6,3189,9,10,0.28,0.35,9.89,13.13,74.6,33,4,1.9,71100,7,926,100.0,96,98.1,39.6,1.55,72000000,synthetic_training_sample,model_generated,,
Luca Popescu,Real FC,ST,Right,EU,27,186,94.0,98.0,3803,12,5,0.49,0.09,3.44,11.66,89.3,17,3,0.7,143600,13,645,98.1,84,99.0,55.9,1.45,72000000,synthetic_training_sample,model_generated,,
Adam Dubois,United Town,FB,Right,Africa,22,173,94.0,98.0,3291,2,6,0.0,0.23,6.58,13.36,80.2,46,6,1.6,133300,14,911,99.5,96,83.6,73.1,2.03,72000000,synthetic_training_sample,model_generated,,
Theo Santos,Olympique FC,AM,Right,UK/Ireland,28,172,89.3,91.5,3123,12,11,0.25,0.24,8.33,13.44,81.0,33,5,1.8,53900,19,1224,96.3,96,98.4,53.3,1.71,72000000,synthetic_training_sample,model_generated,,
Theo Moreau,City SC,AM,Right,EU,24,173,94.0,97.2,3675,5,11,0.25,0.3,11.09,16.23,84.7,2,0,1.8,51600,19,0,69.8,76,99.0,67.3,1.9,72000000,synthetic_training_sample,model_generated,,
Hugo Schmidt,United Town,CM,Right,South America,26,178,91.5,94.5,3564,4,8,0.06,0.17,7.18,19.54,78.7,4,1,2.8,27300,10,738,76.2,76,86.4,43.6,1.61,70820000,synthetic_training_sample,model_generated,,
Alex Santos,City Town,W,Left,South America,24,170,94.0,98.0,3037,5,8,0.19,0.2,9.78,15.28,83.2,37,5,2.2,68900,13,281,63.6,69,82.5,59.8,1.87,70760000,synthetic_training_sample,model_generated,,
Rafael Bennett,Real FC,W,Right,EU,20,179,81.4,92.7,2480,2,5,0.27,0.25,6.12,8.96,79.9,18,2,1.7,26200,10,632,89.7,91,91.3,100.0,2.2,70530000,synthetic_training_sample,model_generated,,
Enzo Rossi,Real Club,W,Right,EU,20,183,83.3,86.8,3135,8,8,0.13,0.21,7.22,13.95,76.6,9,1,4.8,54100,6,468,83.8,69,94.6,77.5,2.44,70510000,synthetic_training_sample,model_generated,,
Adam Popescu,Sporting Club,DM,Right,EU,23,190,94.0,94.5,3411,3,2,0.15,0.05,4.82,18.72,86.7,7,1,1.8,89000,19,575,91.7,84,88.4,49.9,1.7,70310000,synthetic_training_sample,model_generated,,
Noah Popescu,Inter FC,ST,Right,EU,20,179,89.4,89.2,3109,7,5,0.41,0.14,4.17,11.99,91.0,21,3,2.0,66300,16,475,82.4,91,92.9,57.3,1.3,70140000,synthetic_training_sample,model_generated,,
Karim Diallo,Real FC,CM,Right,Africa,26,190,94.0,97.7,3497,4,8,0.13,0.18,7.81,15.97,69.1,33,5,5.7,56500,9,0,58.9,69,96.0,58.9,2.42,69620000,synthetic_training_sample,model_generated,,
Theo Rossi,Sporting FC,CM,Right,Africa,21,181,92.9,98.0,3433,3,7,0.15,0.13,7.6,17.62,72.7,19,2,2.9,106700,11,581,81.3,69,82.5,68.4,1.88,69470000,synthetic_training_sample,model_generated,,
Elias Moreau,Real CF,AM,Right,EU,23,182,91.1,93.0,3016,4,4,0.19,0.23,9.66,18.56,87.5,98,12,1.2,86200,8,1031,97.7,91,85.0,70.3,1.78,69110000,synthetic_training_sample,model_generated,,
Daniel Bennett,Racing SC,DM,Right,EU,21,185,94.0,98.0,3656,2,1,0.0,0.15,6.2,13.72,67.6,5,1,1.3,97000,21,525,75.3,76,83.7,71.7,2.01,69030000,synthetic_training_sample,model_generated,,
Luca Moreau,Real FC,ST,Right,South America,24,176,86.0,89.4,3238,12,4,0.47,0.13,4.37,8.92,67.2,13,2,1.2,26100,6,1226,88.6,96,99.0,73.7,1.51,68260000,synthetic_training_sample,model_generated,,
Alex Santos,City Town,CB,Right,EU,24,185,94.0,98.0,3710,2,0,0.08,0.0,2.99,7.22,75.1,1,0,0.7,80200,6,684,86.9,69,68.2,82.6,2.01,67980000,synthetic_training_sample,model_generated,,
Adam Garcia,Athletic CF,W,Right,EU,18,178,86.7,95.4,3418,12,11,0.2,0.24,8.65,14.35,78.2,78,11,2.1,72500,6,918,95.8,96,98.3,100.0,1.91,67380000,synthetic_training_sample,model_generated,,
Daniel Dubois,City SC,DM,Right,South America,25,176,90.9,92.9,3478,3,2,0.01,0.07,5.61,16.65,70.0,29,4,3.8,116700,11,871,88.2,84,86.2,52.8,2.16,67050000,synthetic_training_sample,model_generated,,
Felix Kovac,Sporting Club,ST,Right,South America,26,180,85.6,87.0,3202,13,3,0.51,0.2,3.91,7.22,83.2,7,1,3.2,28700,10,580,81.9,76,97.3,55.3,1.44,67040000,synthetic_training_sample,model_generated,,
Leo Diallo,United CF,AM,Right,North America,25,182,91.8,97.4,3166,4,7,0.15,0.18,8.89,15.07,85.9,1,0,1.7,37400,15,133,63.9,76,88.4,62.1,1.68,66670000,synthetic_training_sample,model_generated,,
Daniel Popescu,Inter SC,W,Right,EU,25,171,89.8,90.8,3478,12,10,0.27,0.28,8.47,14.9,89.1,14,2,0.9,92900,12,39,74.7,62,99.0,41.4,1.52,66530000,synthetic_training_sample,model_generated,,
Luca Fernandez,City FC,CM,Right,EU,23,191,89.8,91.2,3562,5,9,0.17,0.17,6.05,17.87,88.5,4,0,3.3,80300,11,652,87.6,84,99.0,52.5,1.82,66180000,synthetic_training_sample,model_generated,,
Alex Dubois,Inter Club,FB,Left,EU,20,187,92.4,94.9,3787,4,7,0.11,0.13,7.04,13.99,84.1,17,2,5.3,40300,15,319,72.8,84,85.2,70.5,2.41,65090000,synthetic_training_sample,model_generated,,
Theo Diallo,City Town,CM,Right,South America,26,189,91.9,91.2,3002,2,4,0.07,0.11,7.95,26.28,88.2,13,2,4.2,75200,14,531,89.2,96,90.6,42.8,1.34,64920000,synthetic_training_sample,model_generated,,
Noah Moreau,Real SC,DM,Right,UK/Ireland,26,182,94.0,98.0,3356,4,2,0.09,0.07,4.95,9.32,62.5,17,2,1.2,49200,10,727,82.0,76,78.7,61.9,1.97,64800000,synthetic_training_sample,model_generated,,
Adam Dubois,Athletic FC,ST,Right,South America,27,180,86.4,90.8,3758,17,2,0.47,0.11,3.26,9.64,85.7,4,1,2.8,27200,11,387,76.4,69,82.2,64.1,2.21,64650000,synthetic_training_sample,model_generated,,
Karim Ndiaye,Racing Town,AM,Right,EU,27,181,89.2,90.4,3164,7,12,0.18,0.24,8.93,15.6,85.6,5,1,0.4,36300,13,978,81.1,91,84.7,31.8,1.89,64290000,synthetic_training_sample,model_generated,,
Rafael Hansen,Sporting Club,ST,Left,South America,27,190,90.2,95.0,3424,17,4,0.42,0.21,2.53,6.76,72.7,10,2,0.6,55200,6,429,81.2,76,99.0,58.6,1.59,64080000,synthetic_training_sample,model_generated,,
Luca Diallo,Sporting FC,CM,Both,South America,24,189,94.0,91.9,3482,5,9,0.13,0.1,8.37,17.94,87.7,11,2,1.0,147100,11,715,81.1,69,99.0,23.4,1.55,63810000,synthetic_training_sample,model_generated,,
Ivan Garcia,Real Town,ST,Right,Africa,20,173,89.9,91.9,3194,14,4,0.39,0.11,4.46,14.94,73.6,22,3,1.7,79300,7,262,80.4,84,99.0,55.3,2.01,63240000,synthetic_training_sample,model_generated,,
Nico Martinez,Inter Club,W,Left,Asia,23,174,87.1,86.5,3545,13,11,0.27,0.29,8.84,19.72,97.8,5,1,0.9,51100,14,149,76.0,69,99.0,39.1,2.15,63160000,synthetic_training_sample,model_generated,,
Ivan Okafor,Real Club,AM,Right,Africa,19,172,90.4,95.0,3154,11,9,0.25,0.31,9.1,16.38,66.3,51,9,1.3,25800,14,834,87.9,84,95.2,80.4,1.39,62540000,synthetic_training_sample,model_generated,,
Felix Kovac,Racing FC,CM,Right,EU,26,181,87.4,95.5,3033,1,6,0.14,0.14,7.05,19.82,89.7,21,3,1.5,28700,6,395,94.3,91,94.3,87.3,1.81,62510000,synthetic_training_sample,model_generated,,
Noah Dubois,Athletic SC,W,Right,South America,21,176,88.9,93.5,3629,12,12,0.29,0.3,9.8,9.91,67.3,13,2,2.9,33600,6,0,56.4,62,99.0,69.3,1.79,62440000,synthetic_training_sample,model_generated,,
Adam Martinez,Sporting FC,W,Right,Africa,25,176,85.4,91.1,3160,5,9,0.22,0.21,8.32,14.81,97.2,10,1,2.9,43200,5,479,77.8,69,87.6,70.7,2.34,62430000,synthetic_training_sample,model_generated,,
Felix Dubois,Olympique Club,CB,Right,South America,20,189,91.5,94.2,3050,2,3,0.13,0.11,3.0,6.29,84.5,29,4,3.5,95000,10,312,82.6,84,75.3,61.8,1.78,62220000,synthetic_training_sample,model_generated,,
Felix Petrov,Athletic Town,CB,Left,North America,23,197,94.0,96.6,3226,5,3,0.1,0.06,2.29,6.46,74.7,20,2,2.7,65600,4,520,80.7,76,84.2,60.3,1.65,62080000,synthetic_training_sample,model_generated,,
